,hanzi,pinyin,translation,ipa,valid_ipa,dolgo,custom_alphabet_5,custom_alphabet_10,custom_alphabet_15,custom_alphabet_20
4565,循序渐进,xún xù jiàn jìn,in sequence,ɕynɕytɕjɛntɕin,True,KVNKVTKRVNTKVN,BDCBDBBAACBBAC,BFCBFCBHACCBHC,ODKODGOLMKGOLK,MKAMKRMCLARMSA
4566,巡逻,xún luó,to patrol (police,ɕynlwɔ,True,KVNRRV,BDCBDA,BFCCFA,ODKJDI,MKAJQB
4567,寻觅,xún mì,to look for,ɕynmi,True,KVNMV,BDCCA,BFCGH,ODKKL,MKAIS
4568,押金,yā jīn,deposit,jatɕin,True,RVTKVN,AABBAC,HDCBHC,LFGOLK,CGRMSA
4569,压迫,yā pò,to oppress,japʰwɔ,True,RVPRV,AACFDA,HDGKFA,LFCPDI,CGIUQB
4570,压岁钱,yā suì qián,money given to children as new year present,jasweɪtɕʰjɛn,True,RVTRVVTKRVN,AABDAABBFAAC,HDIFDHCBKHAC,LFGDMBGOPLMK,CGFQLLRMUCLA
4571,压缩,yā suō,to compress,jaswɔ,True,RVTRV,AABDA,HDIFA,LFGDI,CGFQB
4572,压抑,yā yì,to constrain or repress emotions,jai,True,RVV,AAA,HDH,LFL,CGS
4573,压榨,yā zhà,to press,jaʈʂa,True,RVTTV,AABBA,HDIID,LFGOF,CGRFG
4574,压制,yā zhì,to suppress,jaʈʂɨ,True,RVTTV,AABBA,HDIIH,LFGOL,CGRFS
4575,亚军,yà jūn,second place (in a sports contest),jatɕyn,True,RVTKVN,AABBDC,HDCBFC,LFGODK,CGRMKA
4576,烟花,yān huā,fireworks,jɛnxwa,True,RVNKRV,AACEDA,HACEFD,LMKEDF,CLAEQG
4577,淹没,yān mò,to submerge,jɛnmwɔ,True,RVNMRV,AACCDA,HACGFA,LMKKDI,CLAIQB
4578,延期,yán qī,to delay,jɛntɕʰi,True,RVNTKV,AACBBFA,HACCBKH,LMKGOPL,CLARMUS
4579,延伸,yán shēn,to extend,jɛnʂən,True,RVNTVN,AACBAC,HACIAC,LMKOBK,CLAFLA
4580,延续,yán xù,to continue,jɛnɕy,True,RVNKV,AACBD,HACBF,LMKOD,CLAMK
4581,严寒,yán hán,bitter cold,jɛnxan,True,RVNKVN,AACEAC,HACEDC,LMKEFK,CLAEGA
4582,严禁,yán jìn,strictly prohibit,jɛntɕin,True,RVNTKVN,AACBBAC,HACCBHC,LMKGOLK,CLARMSA
4583,严峻,yán jùn,grim,jɛntɕyn,True,RVNTKVN,AACBBDC,HACCBFC,LMKGODK,CLARMKA
4584,严厉,yán lì,severe,jɛnli,True,RVNRV,AACBA,HACCH,LMKJL,CLAJS
4585,严密,yán mì,strict,jɛnmi,True,RVNMV,AACCA,HACGH,LMKKL,CLAIS
4586,沿海,yán hǎi,coastal,jɛnxaɪ,True,RVNKVV,AACEAA,HACEDH,LMKEFB,CLAEGL
4587,言论,yán lùn,speech,jɛnlwən,True,RVNRRVN,AACBDAC,HACCFAC,LMKJDBK,CLAJQLA
4588,炎热,yán rè,blistering hot,jɛnʐɤ,True,RVNTV,AACBA,HACID,LMKAI,CLAHB
4589,岩石,yán shí,rock,jɛnʂɨ,True,RVNTV,AACBA,HACIH,LMKOL,CLAFS
4590,演变,yǎn biàn,to develop,jɛnpjɛn,True,RVNPRVN,AACCAAC,HACGHAC,LMKCLMK,CLAICLA
4591,演讲,yǎn jiǎng,lecture,jɛntɕjɑŋ,True,RVNTKRVN,AACBBAAE,HACCBHDE,LMKGOLFN,CLARMCGP
4592,演习,yǎn xí,maneuver,jɛnɕi,True,RVNKV,AACBA,HACBH,LMKOL,CLAMS
4593,演绎,yǎn yì,to deduce,jɛni,True,RVNV,AACA,HACH,LMKL,CLAS
4594,演奏,yǎn zòu,to play a musical instrument,jɛntsoʊ,True,RVNTTVV,AACBBDD,HACCIAH,LMKGGIB,CLARFBO
4595,掩盖,yǎn gài,to conceal,jɛnkaɪ,True,RVNKVV,AACEAA,HACEDH,LMKEFB,CLAEGL
4596,掩护,yǎn hù,to screen,jɛnxu,True,RVNKV,AACED,HACEF,LMKED,CLAEK
4597,掩饰,yǎn shì,to conceal a fault,jɛnʂɨ,True,RVNTV,AACBA,HACIH,LMKOL,CLAFS
4598,眼光,yǎn guāng,gaze,jɛnkwɑŋ,True,RVNKRVN,AACEDAE,HACEFDE,LMKEDFN,CLAEQGP
4599,眼色,yǎn sè,a wink,jɛnsɤ,True,RVNTV,AACBA,HACID,LMKGI,CLAFB
4600,眼神,yǎn shén,expression or emotion showing in one's eyes,jɛnʂən,True,RVNTVN,AACBAC,HACIAC,LMKOBK,CLAFLA
4601,眼下,yǎn xià,now,jɛnɕja,True,RVNKRV,AACBAA,HACBHD,LMKOLF,CLAMCG
4602,验收,yàn shōu,to check on receipt,jɛnʂoʊ,True,RVNTVV,AACBDD,HACIAH,LMKOIB,CLAFBO
4603,验证,yàn zhèng,to inspect and verify,jɛnʈʂɤŋ,True,RVNTTVN,AACBBAE,HACIIDE,LMKGOIN,CLARFBP
4604,厌恶,yàn wù,to loathe,jɛnu,True,RVNV,AACD,HACF,LMKD,CLAK
4605,氧气,yǎng qì,oxygen,jɑŋtɕʰi,True,RVNTKV,AAEBBFA,HDECBKH,LFNGOPL,CGPRMUS
4606,样品,yàng pǐn,sample,jɑŋpʰin,True,RVNPVN,AAECFAC,HDEGKHC,LFNCPLK,CGPIUSA
4607,摇摆,yáo bǎi,to sway,jɑʊpaɪ,True,RVVPVV,AADCAA,HDHGDH,LFBCFB,CGOIGL
4608,摇滚,yáo gǔn,to shake and boil,jɑʊkwən,True,RVVKRVN,AADEDAC,HDHEFAC,LFBEDBK,CGOEQLA
4609,摇晃,yáo huàng,to rock,jɑʊxwɑŋ,True,RVVKRVN,AADEDAE,HDHEFDE,LFBEDFN,CGOEQGP
4610,遥控,yáo kòng,remote control,jɑʊkʰʊŋ,True,RVVKVN,AADEFDE,HDHEKHE,LFBEPBN,CGOEUOP
4611,遥远,yáo yuǎn,distant,jɑʊɥœn,True,RVVRVN,AADDAC,HDHFAC,LFBDMK,CGOQLA
4612,谣言,yáo yán,rumor,jɑʊjɛn,True,RVVRVN,AADAAC,HDHHAC,LFBLMK,CGOCLA
4613,咬牙切齿,yǎo yá qiè chǐ,gnashing one's teeth (idiom); displaying extreme anger,jɑʊjatɕʰjɛʈʂʰɨ,True,RVVRVTKRVTTV,AADAABBFAABBFA,HDHHDCBKHAIIKH,LFBLFGOPLMGOPL,CGOCGRMUCLRFUS
4614,要不然,yào bù rán,otherwise,jɑʊpuʐan,True,RVVPVTVN,AADCDBAC,HDHGFIDC,LFBCDAFK,CGOIKHGA
4615,要点,yào diǎn,main point,jɑʊtjɛn,True,RVVTRVN,AADBAAC,HDHCHAC,LFBGLMK,CGORCLA
4616,要命,yào mìng,to cause sb's death,jɑʊmiŋ,True,RVVMVN,AADCAE,HDHGHE,LFBKLN,CGOISP
4617,要素,yào sù,essential factor,jɑʊsu,True,RVVTV,AADBD,HDHIF,LFBGD,CGOFK
4618,耀眼,yào yǎn,to dazzle,jɑʊjɛn,True,RVVRVN,AADAAC,HDHHAC,LFBLMK,CGOCLA
4619,野蛮,yě mán,barbarous,jɛman,True,RVMVN,AACAC,HAGDC,LMKFK,CLIGA
4620,野心,yě xīn,ambition,jɛɕin,True,RVKVN,AABAC,HABHC,LMOLK,CLMSA
4621,一流,yī liú,top quality,iljoʊ,True,VRRVV,ABADD,HCHAH,LJLIB,SJCBO
4622,依次,yī cì,in order,itsʰɯ,True,VTTV,ABBFA,HCIKH,LGGPB,SRFUO
4623,依旧,yī jiù,as before,itɕjoʊ,True,VTKRVV,ABBADD,HCBHAH,LGOLIB,SRMCBO
4624,依据,yī jù,according to,itɕy,True,VTKV,ABBD,HCBF,LGOD,SRMK
4625,依靠,yī kào,to rely on sth (for support etc),ikʰɑʊ,True,VKVV,AEFAD,HEKDH,LEPFB,SEUGO
4626,依赖,yī lài,to depend on,ilaɪ,True,VRVV,ABAA,HCDH,LJFB,SJGL
4627,依托,yī tuō,to rely on,itʰwɔ,True,VTRV,ABFDA,HCKFA,LGPDI,SRUQB
4628,衣裳,yī shang,clothes,iʂɑŋ,True,VTVN,ABAE,HIDE,LOFN,SFGP
4629,一度,yī dù,for a time,itu,True,VTV,ABD,HCF,LGD,SRK
4630,一贯,yī guàn,consistent,ikwan,True,VKRVN,AEDAC,HEFDC,LEDFK,SEQGA
4631,一律,yī lǜ,same,ily,True,VRV,ABD,HCF,LJD,SJK
4632,一目了然,yī mù liǎo rán,obvious at a glance (idiom),imuljɑʊʐan,True,VMVRRVVTVN,ACDBAADBAC,HGFCHDHIDC,LKDJLFBAFK,SIKJCGOHGA
4633,一向,yī xiàng,always (previously),iɕjɑŋ,True,VKRVN,ABAAE,HBHDE,LOLFN,SMCGP
4634,一再,yī zài,repeatedly,itsaɪ,True,VTTVV,ABBAA,HCIDH,LGGFB,SRFGL
4635,遗产,yí chǎn,heritage,iʈʂʰan,True,VTTVN,ABBFAC,HIIKDC,LGOPFK,SRFUGA
4636,遗传,yí chuán,heredity,iʈʂʰwan,True,VTTRVN,ABBFDAC,HIIKFDC,LGOPDFK,SRFUQGA
4637,遗留,yí liú,(leave or be a) legacy,iljoʊ,True,VRRVV,ABADD,HCHAH,LJLIB,SJCBO
4638,遗失,yí shī,to lose,iʂɨ,True,VTV,ABA,HIH,LOL,SFS
4639,疑惑,yí huò,to doubt,ixwɔ,True,VKRV,AEDA,HEFA,LEDI,SEQB
4640,仪器,yí qì,instrument,itɕʰi,True,VTKV,ABBFA,HCBKH,LGOPL,SRMUS
4641,仪式,yí shì,ceremony,iʂɨ,True,VTV,ABA,HIH,LOL,SFS
4642,以便,yǐ biàn,so that,ipjɛn,True,VPRVN,ACAAC,HGHAC,LCLMK,SICLA
4643,以免,yǐ miǎn,in order to avoid,imjɛn,True,VMRVN,ACAAC,HGHAC,LKLMK,SICLA
4644,以往,yǐ wǎng,in the past,iwɑŋ,True,VRVN,ADAE,HFDE,LDFN,SQGP
4645,以至,yǐ zhì,down to,iʈʂɨ,True,VTTV,ABBA,HIIH,LGOL,SRFS
4646,以致,yǐ zhì,to such an extent as to,iʈʂɨ,True,VTTV,ABBA,HIIH,LGOL,SRFS
4647,亦,yì,also,i,True,V,A,H,L,S
4648,翼,yì,wing,i,True,V,A,H,L,S
4649,一帆风顺,yī fān fēng shùn,propitious wind throughout the journey (idiom),ifanfɤŋʂwən,True,VPVNPVNTRVN,ACACCAEBDAC,HGDCGDEIFAC,LCFKCINODBK,SNGANBPFQLA
4650,一举两得,yī jǔ liǎng dé,one move,itɕyljɑŋtɤ,True,VTKVRRVNTV,ABBDBAAEBA,HCBFCHDECD,LGODJLFNGI,SRMKJCGPRB
4651,一如既往,yī rú jì wǎng,just as in the past (idiom); as before,iʐutɕiwɑŋ,True,VTVTKVRVN,ABDBBADAE,HIFCBHFDE,LADGOLDFN,SHKRMSQGP
4652,一丝不苟,yī sī bù gǒu,not one thread loose (idiom); strictly according to the rules,isɯpukoʊ,True,VTVPVKVV,ABACDEDD,HIHGFEAH,LGBCDEIB,SFOIKEBO
4653,异常,yì cháng,exceptional,iʈʂʰɑŋ,True,VTTVN,ABBFAE,HIIKDE,LGOPFN,SRFUGP
4654,意料,yì liào,to anticipate,iljɑʊ,True,VRRVV,ABAAD,HCHDH,LJLFB,SJCGO
4655,意识,yì shí,consciousness,iʂɨ,True,VTV,ABA,HIH,LOL,SFS
4656,意图,yì tú,intent,itʰu,True,VTV,ABFD,HCKF,LGPD,SRUK
4657,意味着,yì wèi zhe,to signify,iweɪʈʂɤ,True,VRVVTTV,ADAABBA,HFDHIID,LDMBGOI,SQLLRFB
4658,意向,yì xiàng,intention,iɕjɑŋ,True,VKRVN,ABAAE,HBHDE,LOLFN,SMCGP
4659,意志,yì zhì,will,iʈʂɨ,True,VTTV,ABBA,HIIH,LGOL,SRFS
4660,毅力,yì lì,perseverance,ili,True,VRV,ABA,HCH,LJL,SJS
4661,毅然,yì rán,firmly,iʐan,True,VTVN,ABAC,HIDC,LAFK,SHGA
4662,抑制,yì zhì,to inhibit,iʈʂɨ,True,VTTV,ABBA,HIIH,LGOL,SRFS
4663,阴谋,yīn móu,plot,inmoʊ,True,VNMVV,ACCDD,HCGAH,LKKIB,SAIBO
4664,音响,yīn xiǎng,speakers or speaker (electronic),inɕjɑŋ,True,VNKRVN,ACBAAE,HCBHDE,LKOLFN,SAMCGP
4665,隐蔽,yǐn bì,to conceal,inpi,True,VNPV,ACCA,HCGH,LKCL,SAIS
4666,隐患,yǐn huàn,a danger concealed within sth,inxwan,True,VNKRVN,ACEDAC,HCEFDC,LKEDFK,SAEQGA
4667,隐瞒,yǐn mán,to conceal,inman,True,VNMVN,ACCAC,HCGDC,LKKFK,SAIGA
4668,隐私,yǐn sī,secrets,insɯ,True,VNTV,ACBA,HCIH,LKGB,SAFO
4669,隐约,yǐn yuē,vague,inɥœ,True,VNRV,ACDA,HCFA,LKDM,SAQL
4670,引导,yǐn dǎo,to guide,intɑʊ,True,VNTVV,ACBAD,HCCDH,LKGFB,SARGO
4671,引擎,yǐn qíng,engine (loanword),intɕʰiŋ,True,VNTKVN,ACBBFAE,HCCBKHE,LKGOPLN,SARMUSP
4672,引用,yǐn yòng,to quote,inyʊŋ,True,VNVVN,ACDDE,HCFHE,LKDBN,SAKOP
4673,饮食,yǐn shí,food and drink,inʂɨ,True,VNTV,ACBA,HCIH,LKOL,SAFS
4674,印刷,yìn shuā,print,inʂwa,True,VNTRV,ACBDA,HCIFD,LKODF,SAFQG
4675,婴儿,yīng ér,infant,iŋɑɻ,True,VNVR,AEAA,HEDI,LNFJ,SPGC
4676,英明,yīng míng,wise,iŋmiŋ,True,VNMVN,AECAE,HEGHE,LNKLN,SPISP
4677,英勇,yīng yǒng,bravery,iŋyʊŋ,True,VNVVN,AEDDE,HEFHE,LNDBN,SPKOP
4678,迎面,yíng miàn,directly,iŋmjɛn,True,VNMRVN,AECAAC,HEGHAC,LNKLMK,SPICLA
4679,盈利,yíng lì,profit,iŋli,True,VNRV,AEBA,HECH,LNJL,SPJS
4680,荧屏,yíng píng,fluorescent screen,iŋpʰiŋ,True,VNPVN,AECFAE,HEGKHE,LNCPLN,SPIUSP
4681,应酬,yìng chou,social niceties,iŋʈʂʰoʊ,True,VNTTVV,AEBBFDD,HEIIKAH,LNGOPIB,SPRFUBO
4682,应邀,yìng yāo,at sb's invitation,iŋjɑʊ,True,VNRVV,AEAAD,HEHDH,LNLFB,SPCGO
4683,拥护,yōng hù,to endorse,yʊŋxu,True,VVNKV,DDEED,FHEEF,DBNED,KOPEK
4684,拥有,yōng yǒu,to have,yʊŋyoʊ,True,VVNVVV,DDEDDD,FHEFAH,DBNDIB,KOPKBO
4685,庸俗,yōng sú,filthy,yʊŋsu,True,VVNTV,DDEBD,FHEIF,DBNGD,KOPFK
4686,勇于,yǒng yú,to dare to,yʊŋy,True,VVNV,DDED,FHEF,DBND,KOPK
4687,永恒,yǒng héng,eternal,yʊŋxɤŋ,True,VVNKVN,DDEEAE,FHEEDE,DBNEIN,KOPEBP
4688,涌现,yǒng xiàn,to emerge in large numbers,yʊŋɕjɛn,True,VVNKRVN,DDEBAAC,FHEBHAC,DBNOLMK,KOPMCLA
4689,踊跃,yǒng yuè,to leap,yʊŋɥœ,True,VVNRV,DDEDA,FHEFA,DBNDM,KOPQL
4690,用功,yòng gōng,diligent,yʊŋkʊŋ,True,VVNKVN,DDEEDE,FHEEHE,DBNEBN,KOPEOP
4691,用户,yòng hù,user,yʊŋxu,True,VVNKV,DDEED,FHEEF,DBNED,KOPEK
4692,优胜劣汰,yōu shèng liè tài,survival of the fittest (idiom),yoʊʂɤŋljɛtʰaɪ,True,VVVTVNRRVTVV,DDDBAEBAABFAA,FAHIDECHACKDH,DIBOINJLMGPFB,KBOFBPJCLRUGL
4693,优先,yōu xiān,priority,yoʊɕjɛn,True,VVVKRVN,DDDBAAC,FAHBHAC,DIBOLMK,KBOMCLA
4694,优异,yōu yì,exceptional,yoʊi,True,VVVV,DDDA,FAHH,DIBL,KBOS
4695,优越,yōu yuè,superior,yoʊɥœ,True,VVVRV,DDDDA,FAHFA,DIBDM,KBOQL
4696,忧郁,yōu yù,sullen,yoʊy,True,VVVV,DDDD,FAHF,DIBD,KBOK
4697,油腻,yóu nì,grease,yoʊni,True,VVVNV,DDDCA,FAHCH,DIBKL,KBOAS
4698,油漆,yóu qī,oil paints,yoʊtɕʰi,True,VVVTKV,DDDBBFA,FAHCBKH,DIBGOPL,KBORMUS
4699,犹如,yóu rú,similar to,yoʊʐu,True,VVVTV,DDDBD,FAHIF,DIBAD,KBOHK
4700,有条不紊,yǒu tiáo bù wěn,regular and thorough (idiom); methodically arranged,yoʊtʰjɑʊpuwən,True,VVVTRVVPVRVN,DDDBFAADCDDAC,FAHCKHDHGFFAC,DIBGPLFBCDDBK,KBORUCGOIKQLA
4701,幼稚,yòu zhì,young,yoʊʈʂɨ,True,VVVTTV,DDDBBA,FAHIIH,DIBGOL,KBORFS
4702,诱惑,yòu huò,to entice,yoʊxwɔ,True,VVVKRV,DDDEDA,FAHEFA,DIBEDI,KBOEQB
4703,愚蠢,yú chǔn,silly,yʈʂʰwən,True,VTTRVN,DBBFDAC,FIIKFAC,DGOPDBK,KRFUQLA
4704,愚昧,yú mèi,ignorant,ymeɪ,True,VMVV,DCAA,FGDH,DKMB,KILL
4705,舆论,yú lùn,public opinion,ylwən,True,VRRVN,DBDAC,FCFAC,DJDBK,KJQLA
4706,渔民,yú mín,fisherman,ymin,True,VMVN,DCAC,FGHC,DKLK,KISA
4707,与日俱增,yǔ rì jù zēng,to increase steadily,yʐɨtɕytsɤŋ,True,VTVTKVTTVN,DBABBDBBAE,FIHCBFCIDE,DALGODGGIN,KHSRMKRFBP
4708,羽绒服,yǔ róng fú,down-filled garment,yʐʊŋfu,True,VTVNPV,DBDECD,FIHEGF,DABNCD,KHOPNK
4709,予以,yǔ yǐ,to give,yi,True,VV,DA,FH,DL,KS
4710,愈,yù,to heal,y,True,V,D,F,D,K
4711,预料,yù liào,to forecast,yljɑʊ,True,VRRVV,DBAAD,FCHDH,DJLFB,KJCGO
4712,预期,yù qī,to expect,ytɕʰi,True,VTKV,DBBFA,FCBKH,DGOPL,KRMUS
4713,预赛,yù sài,preliminary competition,ysaɪ,True,VTVV,DBAA,FIDH,DGFB,KFGL
4714,预算,yù suàn,budget,yswan,True,VTRVN,DBDAC,FIFDC,DGDFK,KFQGA
4715,预先,yù xiān,beforehand,yɕjɛn,True,VKRVN,DBAAC,FBHAC,DOLMK,KMCLA
4716,预言,yù yán,to predict,yjɛn,True,VRVN,DAAC,FHAC,DLMK,KCLA
4717,预兆,yù zhào,omen,yʈʂɑʊ,True,VTTVV,DBBAD,FIIDH,DGOFB,KRFGO
4718,欲望,yù wàng,desire,ywɑŋ,True,VRVN,DDAE,FFDE,DDFN,KQGP
4719,寓言,yù yán,fable,yjɛn,True,VRVN,DAAC,FHAC,DLMK,KCLA
4720,冤枉,yuān wang,hatred,ɥœnwɑŋ,True,RVNRVN,DACDAE,FACFDE,DMKDFN,QLAQGP
4721,元首,yuán shǒu,head of state,ɥœnʂoʊ,True,RVNTVV,DACBDD,FACIAH,DMKOIB,QLAFBO
4722,元素,yuán sù,element,ɥœnsu,True,RVNTV,DACBD,FACIF,DMKGD,QLAFK
4723,元宵节,Yuán xiāo jié,Lantern Festival,ɥœnɕjɑʊtɕjɛ,True,RVNKRVVTKRV,DACBAADBBAA,FACBHDHCBHA,DMKOLFBGOLM,QLAMCGORMCL
4724,圆满,yuán mǎn,satisfactory,ɥœnman,True,RVNMVN,DACCAC,FACGDC,DMKKFK,QLAIGA
4725,原告,yuán gào,complainant,ɥœnkɑʊ,True,RVNKVV,DACEAD,FACEDH,DMKEFB,QLAEGO
4726,原理,yuán lǐ,principle,ɥœnli,True,RVNRV,DACBA,FACCH,DMKJL,QLAJS
4727,原始,yuán shǐ,first,ɥœnʂɨ,True,RVNTV,DACBA,FACIH,DMKOL,QLAFS
4728,原先,yuán xiān,former,ɥœnɕjɛn,True,RVNKRVN,DACBAAC,FACBHAC,DMKOLMK,QLAMCLA
4729,园林,yuán lín,gardens,ɥœnlin,True,RVNRVN,DACBAC,FACCHC,DMKJLK,QLAJSA
4730,源泉,yuán quán,fountainhead,ɥœntɕʰɥœn,True,RVNTKRVN,DACBBFDAC,FACCBKFAC,DMKGOPDMK,QLARMUQLA
4731,约束,yuē shù,to restrict,ɥœʂu,True,RVTV,DABD,FAIF,DMOD,QLFK
4732,岳父,yuè fù,wife's father,ɥœfu,True,RVPV,DACD,FAGF,DMCD,QLNK
4733,乐谱,yuè pǔ,a musical score,ɥœpʰu,True,RVPV,DACFD,FAGKF,DMCPD,QLIUK
4734,熨,yùn,an iron,yn,True,VN,DC,FC,DK,KA
4735,蕴藏,yùn cáng,to hold in store,yntsʰɑŋ,True,VNTTVN,DCBBFAE,FCCIKDE,DKGGPFN,KARFUGP
4736,运算,yùn suàn,(mathematical) operation,ynswan,True,VNTRVN,DCBDAC,FCIFDC,DKGDFK,KAFQGA
4737,运行,yùn xíng,to be in motion,ynɕiŋ,True,VNKVN,DCBAE,FCBHE,DKOLN,KAMSP
4738,酝酿,yùn niàng,(of alcohol) to ferment,ynnjɑŋ,True,VNNRVN,DCCAAE,FCCHDE,DKKLFN,KAACGP
4739,孕育,yùn yù,to be pregnant,yny,True,VNV,DCD,FCF,DKD,KAK
4740,砸,zá,smash,tsa,True,TTV,BBA,CID,GGF,RFG
4741,杂技,zá jì,acrobatics,tsatɕi,True,TTVTKV,BBABBA,CIDCBH,GGFGOL,RFGRMS
4742,杂交,zá jiāo,a hybrid,tsatɕjɑʊ,True,TTVTKRVV,BBABBAAD,CIDCBHDH,GGFGOLFB,RFGRMCGO
4743,咋,zǎ,dialectal equivalent of 怎麼|怎么[zěn me],tsa,True,TTV,BBA,CID,GGF,RFG
4744,灾难,zāi nàn,disaster,tsaɪnan,True,TTVVNVN,BBAACAC,CIDHCDC,GGFBKFK,RFGLAGA
4745,栽培,zāi péi,to grow,tsaɪpʰeɪ,True,TTVVPVV,BBAACFAA,CIDHGKDH,GGFBCPMB,RFGLIULL
4746,宰,zǎi,to slaughter livestock,tsaɪ,True,TTVV,BBAA,CIDH,GGFB,RFGL
4747,在乎,zài hu,determined by,tsaɪxu,True,TTVVKV,BBAAED,CIDHEF,GGFBED,RFGLEK
4748,在意,zài yì,to care about,tsaɪi,True,TTVVV,BBAAA,CIDHH,GGFBL,RFGLS
4749,再接再厉,zài jiē zài lì,to continue the struggle (idiom); to persist,tsaɪtɕjɛtsaɪli,True,TTVVTKRVTTVVRV,BBAABBAABBAABA,CIDHCBHACIDHCH,GGFBGOLMGGFBJL,RFGLRMCLRFGLJS
4750,攒,zǎn,to collect,tsan,True,TTVN,BBAC,CIDC,GGFK,RFGA
4751,赞叹,zàn tàn,to sigh or gasp in admiration,tsantʰan,True,TTVNTVN,BBACBFAC,CIDCCKDC,GGFKGPFK,RFGARUGA
4752,赞同,zàn tóng,to approve of,tsantʰʊŋ,True,TTVNTVN,BBACBFDE,CIDCCKHE,GGFKGPBN,RFGARUOP
4753,赞扬,zàn yáng,to praise,tsanjɑŋ,True,TTVNRVN,BBACAAE,CIDCHDE,GGFKLFN,RFGACGP
4754,赞助,zàn zhù,to support,tsanʈʂu,True,TTVNTTV,BBACBBD,CIDCIIF,GGFKGOD,RFGARFK
4755,暂且,zàn qiě,for now,tsantɕʰjɛ,True,TTVNTKRV,BBACBBFAA,CIDCCBKHA,GGFKGOPLM,RFGARMUCL
4756,糟蹋,zāo tà,to waste,tsɑʊtʰa,True,TTVVTV,BBADBFA,CIDHCKD,GGFBGPF,RFGORUG
4757,遭受,zāo shòu,to suffer,tsɑʊʂoʊ,True,TTVVTVV,BBADBDD,CIDHIAH,GGFBOIB,RFGOFBO
4758,遭殃,zāo yāng,to suffer a calamity,tsɑʊjɑŋ,True,TTVVRVN,BBADAAE,CIDHHDE,GGFBLFN,RFGOCGP
4759,遭遇,zāo yù,to meet with,tsɑʊy,True,TTVVV,BBADD,CIDHF,GGFBD,RFGOK
4760,造反,zào fǎn,to rebel,tsɑʊfan,True,TTVVPVN,BBADCAC,CIDHGDC,GGFBCFK,RFGONGA
4761,造型,zào xíng,modeling,tsɑʊɕiŋ,True,TTVVKVN,BBADBAE,CIDHBHE,GGFBOLN,RFGOMSP
4762,噪音,zào yīn,rumble,tsɑʊin,True,TTVVVN,BBADAC,CIDHHC,GGFBLK,RFGOSA
4763,责怪,zé guài,to blame,tsɤkwaɪ,True,TTVKRVV,BBAEDAA,CIDEFDH,GGIEDFB,RFBEQGL
4764,贼,zéi,thief,tseɪ,True,TTVV,BBAA,CIDH,GGMB,RFLL
4765,增添,zēng tiān,to add,tsɤŋtʰjɛn,True,TTVNTRVN,BBAEBFAAC,CIDECKHAC,GGINGPLMK,RFBPRUCLA
4766,赠送,zèng sòng,to present as a gift,tsɤŋsʊŋ,True,TTVNTVN,BBAEBDE,CIDEIHE,GGINGBN,RFBPFOP
4767,渣,zhā,slag (in mining or smelting),ʈʂa,True,TTV,BBA,IID,GOF,RFG
4768,扎,zhā,to prick,ʈʂa,True,TTV,BBA,IID,GOF,RFG
4769,扎实,zhā shi,strong,ʈʂaʂɨ,True,TTVTV,BBABA,IIDIH,GOFOL,RFGFS
4770,眨,zhǎ,to blink,ʈʂa,True,TTV,BBA,IID,GOF,RFG
4771,诈骗,zhà piàn,to defraud,ʈʂapʰjɛn,True,TTVPRVN,BBACFAAC,IIDGKHAC,GOFCPLMK,RFGIUCLA
4772,摘要,zhāi yào,summary,ʈʂaɪjɑʊ,True,TTVVRVV,BBAAAAD,IIDHHDH,GOFBLFB,RFGLCGO
4773,债券,zhài quàn,bond,ʈʂaɪtɕʰɥœn,True,TTVVTKRVN,BBAABBFDAC,IIDHCBKFAC,GOFBGOPDMK,RFGLRMUQLA
4774,沾光,zhān guāng,to bask in the light,ʈʂankwɑŋ,True,TTVNKRVN,BBACEDAE,IIDCEFDE,GOFKEDFN,RFGAEQGP
4775,瞻仰,zhān yǎng,to revere,ʈʂanjɑŋ,True,TTVNRVN,BBACAAE,IIDCHDE,GOFKLFN,RFGACGP
4776,斩钉截铁,zhǎn dīng jié tiě,to chop the nail and slice the iron (idiom); resolute and decisive,ʈʂantiŋtɕjɛtʰjɛ,True,TTVNTVNTKRVTRV,BBACBAEBBAABFAA,IIDCCHECBHACKHA,GOFKGLNGOLMGPLM,RFGARSPRMCLRUCL
4777,展示,zhǎn shì,to reveal,ʈʂanʂɨ,True,TTVNTV,BBACBA,IIDCIH,GOFKOL,RFGAFS
4778,展望,zhǎn wàng,outlook,ʈʂanwɑŋ,True,TTVNRVN,BBACDAE,IIDCFDE,GOFKDFN,RFGAQGP
4779,展现,zhǎn xiàn,to come out,ʈʂanɕjɛn,True,TTVNKRVN,BBACBAAC,IIDCBHAC,GOFKOLMK,RFGAMCLA
4780,崭新,zhǎn xīn,brand new,ʈʂanɕin,True,TTVNKVN,BBACBAC,IIDCBHC,GOFKOLK,RFGAMSA
4781,战斗,zhàn dòu,to fight,ʈʂantoʊ,True,TTVNTVV,BBACBDD,IIDCCAH,GOFKGIB,RFGARBO
4782,战略,zhàn lvè,strategy,ʈʂanlɥœ,True,TTVNRRV,BBACBDA,IIDCCFA,GOFKJDM,RFGAJQL
4783,战术,zhàn shù,tactics,ʈʂanʂu,True,TTVNTV,BBACBD,IIDCIF,GOFKOD,RFGAFK
4784,战役,zhàn yì,military campaign,ʈʂani,True,TTVNV,BBACA,IIDCH,GOFKL,RFGAS
